早期胃癌,C169,早期胃癌
咽頭発赤,J392,咽頭発赤
下咽頭癌,C139,下咽頭癌
圧迫骨折,T1420,圧迫骨折
肝細胞癌,C220,肝細胞癌
末梢神経障害,G629,末梢神経障害
糖尿病性腎症,E142,糖尿病性腎症
心雑音,R011,心雑音
腎盂腎炎,N12,腎盂腎炎
心窩部痛,R101,心窩部痛
喘鳴,R061,喘鳴
尿路感染症,N390,尿路感染症
鉄欠乏性貧血,D509,鉄欠乏性貧血
黄疸,R17,黄疸
歩行困難,R262,歩行困難
徐脈,R001,徐脈
嗄声,R490,嗄声
悪寒,R688,悪寒
筋肉痛,M7919,筋肉痛
ポリープ,D369,ポリープ
栄養障害,E639,栄養障害
歩行障害,R262,歩行障害
副鼻腔炎,J329,副鼻腔炎
残尿感,R398,残尿感
花粉症,J301,花粉症
十二指腸潰瘍,K269,十二指腸潰瘍
腰椎圧迫骨折,S3200,腰椎圧迫骨折
膠原病,M359,膠原病
肺気腫,J439,肺気腫
血痰,R042,血痰
皮膚筋炎,M339,皮膚筋炎
卵巣癌,C56,卵巣癌
前立腺肥大症,N40,前立腺肥大症
脳出血,I619,脳出血
潰瘍性大腸炎,K519,潰瘍性大腸炎
敗血症,A419,敗血症
黒色便,R195,黒色便
心拡大,I517,心拡大
食道静脈瘤,I859,食道静脈瘤
肉眼的血尿,R31,肉眼的血尿
胃痛,R101,胃痛
無気肺,J981,無気肺
脊柱管狭窄症,M4809,脊柱管狭窄症
関節炎,M1399,関節炎
結核,A169,結核
皮下気腫,T797,皮下気腫
総胆管結石,K805,総胆管結石
肝性脳症,K729,肝性脳症
腎性貧血,N19,腎性貧血
幻聴,R440,幻聴
Ｃ型肝炎,B182,Ｃ型肝炎
膵癌,C259,膵癌
サルコイドーシス,D869,サルコイドーシス
下肢痛,M7969,下肢痛
痙攣発作,R568,痙攣発作
水腎症,N133,水腎症
電解質異常,E878,電解質異常
脂肪肝,K760,脂肪肝
動脈瘤,I729,動脈瘤
睡眠障害,G479,睡眠障害
発作性心房細動,I48,発作性心房細動
全身性強皮症,M340,全身性強皮症
膵炎,K85,膵炎
味覚障害,R432,味覚障害
リンパ腫,C859,リンパ腫
排尿障害,R391,排尿障害
気胸,J939,気胸
子宮腺筋症,N800,子宮腺筋症
中咽頭癌,C109,中咽頭癌
膿瘍,L029,膿瘍
腹部大動脈瘤,I714,腹部大動脈瘤
外傷,T149,外傷
複視,H532,複視
膀胱炎,N309,膀胱炎
眼振,H55,眼振
髄膜炎,G039,髄膜炎
睡眠時無呼吸症候群,G473,睡眠時無呼吸症候群
慢性腎臓病,N289,慢性腎臓病
シェーグレン症候群,M350,シェーグレン症候群
陳旧性脳梗塞,I693,陳旧性脳梗塞
心電図異常,R943,心電図異常
細菌性肺炎,J159,細菌性肺炎
失語症,R470,失語症
尋常性乾癬,L400,尋常性乾癬
肺高血圧症,I270,肺高血圧症
水頭症,G919,水頭症
変形性股関節症,M169,変形性股関節症
廃用症候群,M6259,廃用症候群
血管腫,D180,血管腫
尿閉,R33,尿閉
慢性膵炎,K861,慢性膵炎
硬結,R234,硬結
うっ血性心不全,I500,うっ血性心不全
アトピー性皮膚炎,L209,アトピー性皮膚炎
急性膵炎,K85,急性膵炎
皮下出血,R233,皮下出血
表皮剥離,T140,表皮剥離
蛋白尿,R80,蛋白尿
閉塞性黄疸,K831,閉塞性黄疸
呼吸不全,J969,呼吸不全
甲状腺乳頭癌,C73,甲状腺乳頭癌
不眠症,G470,不眠症
菌血症,A499,菌血症
食道裂孔ヘルニア,K449,食道裂孔ヘルニア
心疾患,I519,心疾患
慢性心房細動,I48,慢性心房細動
子宮頚癌,C539,子宮頚癌
リンパ浮腫,I890,リンパ浮腫
喉頭癌,C329,喉頭癌
不安定狭心症,I200,不安定狭心症
陳旧性心筋梗塞,I252,陳旧性心筋梗塞
高次脳機能障害,F069,高次脳機能障害
筋性防御,R193,筋性防御
振戦,R251,振戦
子宮内膜症,N809,子宮内膜症
パーキンソン病,G20,パーキンソン病
高熱,R509,高熱
見当識障害,R410,見当識障害
中耳炎,H669,中耳炎
アレルギー性鼻炎,J304,アレルギー性鼻炎
上行結腸癌,C182,上行結腸癌
術後合併症,T818,術後合併症
１型糖尿病,E10,１型糖尿病
多発性骨髄腫,C900,多発性骨髄腫
骨髄炎,M8699,骨髄炎
腎硬化症,N26,腎硬化症
アルツハイマー型認知症,G309,アルツハイマー型認知症
耐糖能異常,R730,耐糖能異常
卵巣腫瘍,D391,卵巣腫瘍
しびれ感,R208,しびれ感
鈍痛,R529,鈍痛
腹膜炎,K659,腹膜炎
肺水腫,J81,肺水腫
膵頭部癌,C250,膵頭部癌
閉塞性動脈硬化症,I709,閉塞性動脈硬化症
ネフローゼ症候群,N049,ネフローゼ症候群
片頭痛,G439,片頭痛
原発性肺癌,C349,原発性肺癌
変形性膝関節症,M179,変形性膝関節症
筋力低下,R298,筋力低下
吐血,K920,吐血
肥満症,E669,肥満症
椎間板ヘルニア,M512,椎間板ヘルニア
気管支炎,J40,気管支炎
症候性てんかん,G408,症候性てんかん
瘢痕,L905,瘢痕
静脈瘤,I839,静脈瘤
切迫早産,O470,切迫早産
排尿困難,R391,排尿困難
肺結核,A162,肺結核
脱力感,R298,脱力感
肺腺癌,C349,肺腺癌
小児喘息,J450,小児喘息
内出血,R58,内出血
回転性めまい,H819,回転性めまい
横行結腸癌,C184,横行結腸癌
頻呼吸,R068,頻呼吸
癌性疼痛,R522,癌性疼痛
甲状腺癌,C73,甲状腺癌
肝膿瘍,K750,肝膿瘍
腸炎,A09,腸炎
正球性正色素性貧血,D649,正球性正色素性貧血
感染性心内膜炎,I330,感染性心内膜炎
脾腫,R161,脾腫
脳血管障害,I679,脳血管障害
深部静脈血栓症,I802,深部静脈血栓症
パニック障害,F410,パニック障害
四肢麻痺,G825,四肢麻痺
適応障害,F432,適応障害
関節拘縮,M2459,関節拘縮
脳浮腫,G936,脳浮腫
夜間せん妄,F059,夜間せん妄
急性腎不全,N179,急性腎不全
脳腫瘍,D432,脳腫瘍
便秘症,K590,便秘症
肝不全,K729,肝不全
甲状腺機能亢進症,E059,甲状腺機能亢進症
乾癬,L409,乾癬
胸部不快感,R098,胸部不快感
顔面神経麻痺,G510,顔面神経麻痺
筋炎,M6099,筋炎
髄膜腫,D329,髄膜腫
被害妄想,F220,被害妄想
易疲労感,R53,易疲労感
便失禁,R15,便失禁
脳動脈瘤,I671,脳動脈瘤
慢性副鼻腔炎,J329,慢性副鼻腔炎
性器出血,R31,性器出血
アルコール性肝障害,K709,アルコール性肝障害
皮膚炎,L309,皮膚炎
坐骨神経痛,M5438,坐骨神経痛
多呼吸,R068,多呼吸
低酸素血症,R090,低酸素血症
慢性甲状腺炎,E063,慢性甲状腺炎
肝血管腫,D180,肝血管腫
項部硬直,R298,項部硬直
妊娠,Z33,妊娠
代謝性アシドーシス,E872,代謝性アシドーシス
痔核,I849,痔核
心配,R452,心配
慢性硬膜下血腫,I620,慢性硬膜下血腫
急性心不全,I509,急性心不全
丘疹,R238,丘疹
麻疹,B059,麻疹
皮下血腫,T140,皮下血腫
嚥下困難,R13,嚥下困難
痂皮,R238,痂皮
視力障害,H539,視力障害
胃腸炎,A09,胃腸炎
重症筋無力症,G700,重症筋無力症
Ｂ型肝炎,B169,Ｂ型肝炎
紅色丘疹,R238,紅色丘疹
下肢静脈瘤,I839,下肢静脈瘤
頭重感,R51,頭重感
正球性貧血,D649,正球性貧血
濾胞性リンパ腫,C829,濾胞性リンパ腫
神経因性膀胱,N319,神経因性膀胱
敗血症性ショック,A419,敗血症性ショック
腹部圧痛,R104,腹部圧痛
大動脈弁狭窄症,I350,大動脈弁狭窄症
大球性貧血,D529,大球性貧血
月経困難症,N946,月経困難症
上腹部痛,R101,上腹部痛
発達障害,F89,発達障害
手足症候群,L271,手足症候群
視野障害,H534,視野障害
こわばり,R208,こわばり
摂食障害,F509,摂食障害
再生不良性貧血,D619,再生不良性貧血
気管支拡張症,J47,気管支拡張症
腹壁瘢痕ヘルニア,K439,腹壁瘢痕ヘルニア
胃炎,K297,胃炎
顔面浮腫,R600,顔面浮腫
耳漏,H921,耳漏
膀胱腫瘍,D414,膀胱腫瘍
高コレステロール血症,E780,高コレステロール血症
労作時呼吸困難,R060,労作時呼吸困難
冠攣縮性狭心症,I201,冠攣縮性狭心症
膀胱直腸障害,N319,膀胱直腸障害
失神,R55,失神
盲腸癌,C180,盲腸癌
インフルエンザ,J111,インフルエンザ
眼底出血,H356,眼底出血
急性胃腸炎,A09,急性胃腸炎
胆管癌,C240,胆管癌
急性心筋梗塞,I219,急性心筋梗塞
肋骨骨折,S2230,肋骨骨折
皮下腫瘤,R229,皮下腫瘤
突発性難聴,H912,突発性難聴
子宮癌,C55,子宮癌
足白癬,B353,足白癬
間質性膀胱炎,N301,間質性膀胱炎
膵体部癌,C251,膵体部癌
Ｃ型慢性肝炎,B182,Ｃ型慢性肝炎
労作性狭心症,I208,労作性狭心症
舌癌,C029,舌癌
感冒,J00,感冒
点状出血,R233,点状出血
急性胆管炎,K830,急性胆管炎
洞不全症候群,I495,洞不全症候群
肝脾腫,R162,肝脾腫
両側水腎症,N133,両側水腎症
胸部異常陰影,R91,胸部異常陰影
完全右脚ブロック,I451,完全右脚ブロック
月経痛,N946,月経痛
腎機能低下,N289,腎機能低下
癒着性イレウス,K565,癒着性イレウス
無呼吸発作,R068,無呼吸発作
喀血,R042,喀血
急性虫垂炎,K359,急性虫垂炎
易怒性,R454,易怒性
低アルブミン血症,E880,低アルブミン血症
右心不全,I500,右心不全
橋本病,E063,橋本病
壊死,R02,壊死
虚血性腸炎,K559,虚血性腸炎
神経症,F489,神経症
皮膚損傷,T140,皮膚損傷
皮脂欠乏性湿疹,L853,皮脂欠乏性湿疹
頚部痛,M5422,頚部痛
風疹,B069,風疹
過多月経,N920,過多月経
肺胞出血,R048,肺胞出血
心筋虚血,I255,心筋虚血
不安神経症,F411,不安神経症
原発性アルドステロン症,E260,原発性アルドステロン症
脂肪腫,D179,脂肪腫
網膜剥離,H332,網膜剥離
胸部大動脈瘤,I712,胸部大動脈瘤
肝内胆管癌,C221,肝内胆管癌
脱臼,T143,脱臼
ラクナ梗塞,I638,ラクナ梗塞
非結核性抗酸菌症,A319,非結核性抗酸菌症
吻合部狭窄,T818,吻合部狭窄
開口障害,K075,開口障害
バセドウ病,E050,バセドウ病
咳喘息,J459,咳喘息
破傷風,A35,破傷風
肝炎,K759,肝炎
破水,O429,破水
溶血性貧血,D589,溶血性貧血
アルコール性肝硬変,K703,アルコール性肝硬変
気道狭窄,J988,気道狭窄
硬膜下血腫,S065,硬膜下血腫
不正性器出血,N939,不正性器出血
菌状息肉症,C840,菌状息肉症
上咽頭癌,C119,上咽頭癌
多発性硬化症,G35,多発性硬化症
肥大型心筋症,I422,肥大型心筋症
胸膜炎,R091,胸膜炎
脳症,G934,脳症
アルコール依存症,F102,アルコール依存症
無症候性心筋虚血,I256,無症候性心筋虚血
股関節痛,M2555,股関節痛
縫合不全,T813,縫合不全
Ｃ型肝硬変,B182,Ｃ型肝硬変
四肢浮腫,R600,四肢浮腫
視覚障害,H539,視覚障害
低血糖発作,E162,低血糖発作
周期性呼吸,R063,周期性呼吸
頚椎症,M4782,頚椎症
肺塞栓症,I269,肺塞栓症
月経不順,N926,月経不順
腎癌,C64,腎癌
吐下血,K922,吐下血
記憶障害,R413,記憶障害
幻覚妄想状態,F229,幻覚妄想状態
低カリウム血症,E876,低カリウム血症
皮膚潰瘍,L984,皮膚潰瘍
内痔核,I842,内痔核
神経痛,M7929,神経痛
下腹痛,R103,下腹痛
爪白癬,B351,爪白癬
子宮脱,N814,子宮脱
肛門部痛,K628,肛門部痛
眼痛,H571,眼痛
耳閉感,R448,耳閉感
低ナトリウム血症,E871,低ナトリウム血症
味覚異常,R432,味覚異常
骨髄異形成症候群,D469,骨髄異形成症候群
白血病,C959,白血病
視野狭窄,H534,視野狭窄
排尿痛,R309,排尿痛
脳室拡大,G938,脳室拡大
鼻炎,J310,鼻炎
心室中隔欠損症,Q210,心室中隔欠損症
子宮内膜ポリープ,N840,子宮内膜ポリープ
麻痺性イレウス,K560,麻痺性イレウス
足爪白癬,B351,足爪白癬
完全房室ブロック,I442,完全房室ブロック
鼻血,R040,鼻血
心筋炎,I514,心筋炎
顔面紅潮,R232,顔面紅潮
ドライアイ,H041,ドライアイ
腺腫様甲状腺腫,E049,腺腫様甲状腺腫
原発性胆汁性肝硬変,K743,原発性胆汁性肝硬変
房室ブロック,I443,房室ブロック
上部消化管出血,K922,上部消化管出血
左室肥大,I517,左室肥大
ステロイド糖尿病,E13,ステロイド糖尿病
悪性黒色腫,C439,悪性黒色腫
滲出性中耳炎,H659,滲出性中耳炎
甲状腺腫,E049,甲状腺腫
脳性麻痺,G809,脳性麻痺
痛風発作,M1099,痛風発作
自己免疫性肝炎,K754,自己免疫性肝炎
難治性てんかん,G408,難治性てんかん
中毒疹,L279,中毒疹
鼻閉,R448,鼻閉
膿尿,N390,膿尿
ループス腎炎,M321,ループス腎炎
跛行,R262,跛行
出血傾向,D699,出血傾向
高カリウム血症,E875,高カリウム血症
眼瞼浮腫,H028,眼瞼浮腫
知覚鈍麻,R201,知覚鈍麻
陳旧性肺結核,B909,陳旧性肺結核
急性上気道炎,J069,急性上気道炎
胸膜播種,C782,胸膜播種
大腿骨頭壊死,M8785,大腿骨頭壊死
音声障害,R498,音声障害
下行結腸癌,C186,下行結腸癌
慢性糸球体腎炎,N039,慢性糸球体腎炎
急性骨髄性白血病,C920,急性骨髄性白血病
糖尿病網膜症,E143,糖尿病網膜症
閉塞性換気障害,R942,閉塞性換気障害
川崎病,M303,川崎病
強迫性障害,F429,強迫性障害
肝癌,C220,肝癌
正常圧水頭症,G912,正常圧水頭症
神経鞘腫,D361,神経鞘腫
前立腺炎,N419,前立腺炎
腹腔内膿瘍,K650,腹腔内膿瘍
心房粗動,I48,心房粗動
未熟児貧血,P612,未熟児貧血
末期腎不全,N180,末期腎不全
小脳梗塞,I635,小脳梗塞
冠動脈疾患,I251,冠動脈疾患
原発不明癌,C80,原発不明癌
未熟児網膜症,H351,未熟児網膜症
膵石,K868,膵石
膜性腎症,N052,膜性腎症
腹膜癌,C482,腹膜癌
発熱性好中球減少症,D70,発熱性好中球減少症
気道閉塞,J988,気道閉塞
好酸球性副鼻腔炎,J328,好酸球性副鼻腔炎
僧帽弁閉鎖不全症,I340,僧帽弁閉鎖不全症
慢性咳嗽,R05,慢性咳嗽
神経芽腫,C749,神経芽腫
後鼻漏,J348,後鼻漏
転移性脳腫瘍,C793,転移性脳腫瘍
低出生体重児,P071b,低出生体重児
肛門周囲膿瘍,K610,肛門周囲膿瘍
結節性紅斑,L52,結節性紅斑
心肺停止,I469,心肺停止
胸腺腫,D150,胸腺腫
腰椎椎間板ヘルニア,M512,腰椎椎間板ヘルニア
甲状腺腫瘍,D440,甲状腺腫瘍
脂漏性皮膚炎,L219,脂漏性皮膚炎
後出血,T810,後出血
熱性痙攣,R560,熱性痙攣
心筋症,I429,心筋症
眼球運動障害,H519,眼球運動障害
胃ポリープ,K317,胃ポリープ
知的障害,F79,知的障害
肺血栓塞栓症,I269,肺血栓塞栓症
変形性腰椎症,M4786,変形性腰椎症
自己免疫性膵炎,K861,自己免疫性膵炎
胸椎圧迫骨折,S2200,胸椎圧迫骨折
出血性ショック,R571,出血性ショック
胃粘膜下腫瘍,D371,胃粘膜下腫瘍
褐色細胞腫,D350,褐色細胞腫
パニック発作,F410,パニック発作
胃底腺ポリープ,K317,胃底腺ポリープ
不明熱,R509,不明熱
縦隔炎,J985,縦隔炎
身体表現性障害,F459,身体表現性障害
帯状疱疹後神経痛,B022,帯状疱疹後神経痛
肝門部胆管癌,C240,肝門部胆管癌
慢性気管支炎,J42,慢性気管支炎
動脈管開存症,Q250,動脈管開存症
不安障害,F419,不安障害
心肥大,I517,心肥大
自律神経障害,G909,自律神経障害
偽痛風,M1129,偽痛風
小球性低色素性貧血,D508,小球性低色素性貧血
脱水症,E86,脱水症
肝腫瘤,K768,肝腫瘤
胃静脈瘤,I864,胃静脈瘤
膝関節痛,M2556,膝関節痛
虚血性心筋症,I255,虚血性心筋症
未破裂脳動脈瘤,I671,未破裂脳動脈瘤
視野欠損,H534,視野欠損
腎炎,N059,腎炎
膀胱痛,R398,膀胱痛
肝腫瘍,D376,肝腫瘍
歯痛,K088,歯痛
鱗屑,R234,鱗屑
胸膜肥厚,J929,胸膜肥厚
自閉症,F840,自閉症
大腸腺腫,D126,大腸腺腫
躁うつ病,F319,躁うつ病
痛風,M1099,痛風
心停止,I469,心停止
大動脈瘤,I719,大動脈瘤
肝腫大,R160,肝腫大
水疱性類天疱瘡,L120,水疱性類天疱瘡
染色体異常,Q999,染色体異常
腎細胞癌,C64,腎細胞癌
体液貯留,E877,体液貯留
間欠性跛行,I739,間欠性跛行
脳炎,G049,脳炎
小球性貧血,D508,小球性貧血
嗅覚障害,R431,嗅覚障害
前胸部痛,R072,前胸部痛
白癬,B359,白癬
放散痛,R529,放散痛
反回神経麻痺,G522,反回神経麻痺
感染性腸炎,A09,感染性腸炎
転移性肝癌,C787,転移性肝癌
脊髄小脳変性症,G319,脊髄小脳変性症
慢性呼吸不全,J961,慢性呼吸不全
チアノーゼ,R230,チアノーゼ
原発性副甲状腺機能亢進症,E210,原発性副甲状腺機能亢進症
多発性筋炎,M332,多発性筋炎
硝子体出血,H431,硝子体出血
短腸症候群,K918,短腸症候群
運動麻痺,G839,運動麻痺
静脈炎,I809,静脈炎
先天性心疾患,Q249,先天性心疾患
臼蓋形成不全,Q658,臼蓋形成不全
多尿,R35,多尿
下肢リンパ浮腫,I890,下肢リンパ浮腫
食道静脈瘤破裂,I850,食道静脈瘤破裂
胃食道逆流症,K219,胃食道逆流症
鼡径ヘルニア,K409,鼡径ヘルニア
マルファン症候群,Q874,マルファン症候群
小腸穿孔,K631,小腸穿孔
手指振戦,R251,手指振戦
解離性障害,F449,解離性障害
頚部リンパ節腫脹,R590,頚部リンパ節腫脹
皮下結節,R229,皮下結節
脾梗塞,D735,脾梗塞
広汎性発達障害,F849,広汎性発達障害
境界型糖尿病,R730,境界型糖尿病
滑膜炎,M6599,滑膜炎
痔瘻,K603,痔瘻
易感染性,D899,易感染性
下垂体腺腫,D352,下垂体腺腫
出血性胃潰瘍,K254,出血性胃潰瘍
膿疱,L089,膿疱
急性肝炎,K720,急性肝炎
下垂体腫瘍,D443,下垂体腫瘍
腹腔内出血,K661,腹腔内出血
不完全右脚ブロック,I451,不完全右脚ブロック
食道狭窄,K222,食道狭窄
アシドーシス,E872,アシドーシス
縦隔気腫,J982,縦隔気腫
壊疽性膿皮症,L88,壊疽性膿皮症
三叉神経痛,G500,三叉神経痛
接触皮膚炎,L259,接触皮膚炎
急性硬膜下血腫,S065,急性硬膜下血腫
偽膜性腸炎,A047,偽膜性腸炎
悪寒戦慄,R688,悪寒戦慄
膿疱性乾癬,L401,膿疱性乾癬
聴覚障害,H919,聴覚障害
胃瘻,K316,胃瘻
結膜炎,H109,結膜炎
熱傷,T300,熱傷
尿崩症,E232,尿崩症
自律神経失調症,G909,自律神経失調症
下痢症,A09,下痢症
中枢性尿崩症,E232,中枢性尿崩症
脂質代謝異常,E789,脂質代謝異常
手掌紅斑,L538,手掌紅斑
膵腫瘍,D377,膵腫瘍
特発性拡張型心筋症,I420,特発性拡張型心筋症
幻覚,R443,幻覚
癌性腹膜炎,C786,癌性腹膜炎
不全麻痺,G839,不全麻痺
尿毒症,N19,尿毒症
高カルシウム血症,E835,高カルシウム血症
食物アレルギー,T781,食物アレルギー
扁桃炎,J039,扁桃炎
言語発達遅滞,F809,言語発達遅滞
新生児一過性多呼吸,P221,新生児一過性多呼吸
副腎腫瘍,D441,副腎腫瘍
膵性糖尿病,E13,膵性糖尿病
過敏性腸症候群,K589,過敏性腸症候群
悪性症候群,G210,悪性症候群
疣贅,B07,疣贅
限局性強皮症,L940,限局性強皮症
結節性多発動脈炎,M300,結節性多発動脈炎
絞扼性イレウス,K562,絞扼性イレウス
早期食道癌,C159,早期食道癌
クローン病,K509,クローン病
乏尿,R34,乏尿
慢性閉塞性肺疾患,J449,慢性閉塞性肺疾患
膿胸,J869,膿胸
咽頭炎,J029,咽頭炎
腸腰筋膿瘍,K650,腸腰筋膿瘍
膵尾部癌,C252,膵尾部癌
慢性湿疹,L309,慢性湿疹
癌性リンパ管症,C798,癌性リンパ管症
びらん性胃炎,K296,びらん性胃炎
出血性膀胱炎,N309,出血性膀胱炎
細菌性髄膜炎,G009,細菌性髄膜炎
食道炎,K20,食道炎
呼吸停止,R092,呼吸停止
喉頭浮腫,J384,喉頭浮腫
縦隔リンパ節転移,C771,縦隔リンパ節転移
めまい感,R42,めまい感
慢性肝炎,K739,慢性肝炎
前期破水,O429,前期破水
抗リン脂質抗体症候群,D688,抗リン脂質抗体症候群
陳旧性ラクナ梗塞,I693,陳旧性ラクナ梗塞
急性大動脈解離,I710,急性大動脈解離
痒疹,L282,痒疹
急性腸炎,A09,急性腸炎
紅皮症,L539,紅皮症
手根管症候群,G560,手根管症候群
変形性関節症,M1999,変形性関節症
甲状腺機能異常,E079,甲状腺機能異常
頚椎症性脊髄症,M4712,頚椎症性脊髄症
拡張相肥大型心筋症,I420,拡張相肥大型心筋症
血球貪食症候群,D763,血球貪食症候群
硬膜外膿瘍,G062,硬膜外膿瘍
鼻漏,J348,鼻漏
線維筋痛症,M7909,線維筋痛症
多血症,D751,多血症
大動脈弁閉鎖不全症,I351,大動脈弁閉鎖不全症
良性腫瘍,D369,良性腫瘍
腰痛症,M5456,腰痛症
肥厚性硬膜炎,G039,肥厚性硬膜炎
肺梗塞,I269,肺梗塞
下部胆管癌,C240,下部胆管癌
幻視,R441,幻視
嚥下痛,R13,嚥下痛
うつ状態,F329,うつ状態
うっ滞性皮膚炎,I831,うっ滞性皮膚炎
気管支肺炎,J180,気管支肺炎
口角炎,K130,口角炎
ＷＰＷ症候群,I456,ＷＰＷ症候群
亜脱臼,T143,亜脱臼
心房中隔欠損症,Q211,心房中隔欠損症
末梢循環不全,R579,末梢循環不全
洞徐脈,R001,洞徐脈
小腸イレウス,K566,小腸イレウス
下肢麻痺,G831,下肢麻痺
本態性振戦,G250,本態性振戦
腹部不快感,R198,腹部不快感
じんま疹,L509,じんま疹
原発性不妊症,-1,原発性不妊症
多発性脳梗塞,I638,多発性脳梗塞
血栓性静脈炎,I809,血栓性静脈炎
声帯麻痺,J380,声帯麻痺
急性腎盂腎炎,N10,急性腎盂腎炎
急性気管支炎,J209,急性気管支炎
流行性耳下腺炎,B269,流行性耳下腺炎
大腸憩室出血,K573,大腸憩室出血
心身症,F459,心身症
喉頭軟化症,Q315,喉頭軟化症
興奮状態,R451,興奮状態
記銘力低下,R413,記銘力低下
術後疼痛,T888,術後疼痛
原発性硬化性胆管炎,K830,原発性硬化性胆管炎
乾癬性関節炎,L405,乾癬性関節炎
切迫性尿失禁,N394,切迫性尿失禁
濃縮尿,R829,濃縮尿
膵液瘻,K868,膵液瘻
腰椎症,M4786,腰椎症
骨盤骨折,S3280,骨盤骨折
特発性間質性肺炎,J841,特発性間質性肺炎
心サルコイドーシス,D868,心サルコイドーシス
多系統萎縮症,G903,多系統萎縮症
肺アスペルギルス症,B441,肺アスペルギルス症
糸球体腎炎,N059,糸球体腎炎
脂漏性角化症,L82,脂漏性角化症
表層性胃炎,K293,表層性胃炎
慢性疼痛,R522,慢性疼痛
ＣＯ２ナルコーシス,R068,ＣＯ２ナルコーシス
癌性胸膜炎,C782,癌性胸膜炎
下肢しびれ,R208,下肢しびれ
肺線維症,J841,肺線維症
腹部腫瘤,R190,腹部腫瘤
胃腺腫,D131,胃腺腫
頚髄症,G959,頚髄症
鼻骨骨折,S0220,鼻骨骨折
腎梗塞,N280,腎梗塞
閉塞性肺炎,J188,閉塞性肺炎
呼吸性アシドーシス,E872,呼吸性アシドーシス
乳腺症,N649,乳腺症
骨痛,M8989,骨痛
結核性胸膜炎,A165,結核性胸膜炎
肺出血,R048,肺出血
僧帽弁狭窄症,I050,僧帽弁狭窄症
壊死性筋膜炎,M7269,壊死性筋膜炎
創傷,T141,創傷
胃潰瘍瘢痕,K257,胃潰瘍瘢痕
